,area,bathroom_num,bedroom_num,city,desc,dev_name,floor_count,floor_num,furnishing,id,id_string,latitude,locality,longitude,post_date,poster_name,price,project,title,trans,type,url,user_type
16372,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,4 floor,North - East facing It is 2 BHK flat available for rent in Godrej Prime in Chembur, well connected to all major hubs, centrally located. This 2 BHK flat is located on lower floor and it has spacious 2 bathrooms. You can avail this flat at 39000 per month. For more detail and inspection contact.",Godrej Properties,15.0,4.0,Unfurnished,42286483,domcache_srp_42286483,19.0637822,Chembur,72.89200500000003,2020-01-04,Sameer,45000,Godrej Prime," 2 BHK Apartment for Rent in Godrej Prime, Chembur 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai-r2&id=4d423432323836343833,Agent
16373,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,Upper Basement floor,North - East facing A luxury address that magnificently rises by the marol andheri east, an icon adorned with views that take your breath away, and embellished with luxuries that exemplify the finest of urban living, a statement best understood by those who settle for nothing less than perfection.. A fantastic facing residential property is presently available for sell , spacious , well maintained flat. The property had been structured for adequate cross ventilation and sunlight , excellent.",Kanakia Spaces Realty Pvt. Ltd.,20.0,-1.0,Unfurnished,46857103,domcache_srp_46857103,19.10919095,Andheri East,72.88469140000002,2019-12-21,Neha Singh,50000,Kanakia Sevens," 2 BHK Apartment for Rent in Kanakia Sevens, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423436383537313033,Agent
16379,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing Available 3 Bhk on rent stila 5th floor, 672 carpert area near raddison vlue hotel and opp image hotel near goregoan mtnl office sv road udyog nagar goregoan west 400047 with multiple ameneties like garden cctv 24 hour security beautiful lobby near market area bus station 25 minutes airport area",Chandak Group,19.0,5.0,Unfurnished,45037077,domcache_srp_45037077,19.172168,Udyog Nagar,72.84689399999998,2019-12-13,Sanjay  Sharma,42000,Chandak Stella," 2 BHK Apartment for Rent in Chandak Stella, Udyog Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Udyog-Nagar-in-Mumbai-r1&id=4d423435303337303737,Agent
16385,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,19 floor,East facing This 2 BHK Unit is situated on 19th floor and it has spacious 2 bathroom You get this spacious Unit on a monthly rent of 40000.",The Wadhwa Group,43.0,19.0,Unfurnished,43153327,domcache_srp_43153327,19.1595755,Mulund West,72.9465747,2019-12-20,Manoj,40000,Wadhwa Atmosphere," 2 BHK Apartment for Rent in Wadhwa Atmosphere, Mulund West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Mulund-West-in-Mumbai&id=4d423433313533333237,Agent
16392,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,7 floor,East facing This flat positioned on the top floor in a 20-storey sky scraper is a symbol of natural ventilation. Relish the spectacular views of the garden in front of this abode. Vitrified flooring in the entire flat enhances the grace and grandeur.Living room is quite spacious and the all the bedrooms are appointe",Cooperative Group Housing Society,9.0,7.0,Semi-Furnished,47113639,domcache_srp_47113639,0.0,Film City,0.0,2020-01-04,janwi  singh,45000,Lalani Velentine Apartment CHS," 2 BHK Apartment for Rent in Lalani Velentine Apartment CHS, Film City 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Film-City-in-Mumbai&id=4d423437313133363339,Agent
16425,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,10 floor,East facing andheri west",HCBS Developer,17.0,10.0,Furnished,19428733,domcache_srp_19428733,19.1416655,Andheri West,72.83453134,2019-12-24,Asif Hasmi,50000,Dheeraj Gaurav Heights," 2 BHK Apartment for Rent in Dheeraj Gaurav Heights, Andheri West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-West-in-Mumbai-r8&id=4d423139343238373333,Agent
16473,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,North - East facing 2BHK  Semi furnished flat with widrop & ac in the bedrooms. Very well maintained Society in the locality.near school & collages 10mints distance metro station easily available auto taxi",Raheja Developers Ltd.,7.0,4.0,Semi-Furnished,31915025,domcache_srp_31915025,19.1181,Chandivali,72.89484909999999,2020-01-03,Vishal Singh,44000,Raheja Vihar," 2 BHK Apartment for Rent in Raheja Vihar, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai-r2&id=4d423331393135303235,Agent
16485,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,Upper Basement floor,North - East facing this is a very luxurious society with all modern amenities in it.It is very close to the metro mall",Kanakia Spaces Realty Pvt. Ltd.,25.0,-1.0,Unfurnished,44269287,domcache_srp_44269287,19.2187683,Borivali East,72.8615252,2019-12-24,Chandrahas  Mishra,40000,Samarpan Exotica," 2 BHK Apartment for Rent in Samarpan Exotica, Borivali East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Borivali-East-in-Mumbai-r1&id=4d423434323639323837,Agent
16494,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,12 floor,West facing  This spacious 2 Bedroom Unit is situated on 12th floor and it has spacious 2 bathroom You get this Unit on a monthly charges of 40000. ",Chandak Group,22.0,12.0,Unfurnished,45867155,domcache_srp_45867155,19.172168,Goregaon West,72.84689399999998,2019-12-02,Zeeshan,40000,Chandak Stella," 2 BHK Apartment for Rent in Chandak Stella, Goregaon West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Goregaon-West-in-Mumbai&id=4d423435383637313535,Agent
16609,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,13 floor,East facing Exclusive society with world class amenities",SD Corporation Private Limited,61.0,13.0,Semi-Furnished,46816673,domcache_srp_46816673,0.0,Kandivali East,0.0,2019-12-19,Bharat  Mody,45000,Alpine," 2 BHK Apartment for Rent in Alpine, Kandivali East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kandivali-East-in-Mumbai&id=4d423436383136363733,Agent
16685,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,7 floor It's a 7th floor Multistorey Apartment in a building of total 22 floors. Ample space for car parking for visitors. This Multistorey Apartment spacious apartment was constructed approx. 5 to 10 years back.",SMGK Group,22.0,7.0,Semi-Furnished,24911499,domcache_srp_24911499,19.1392184336597,Bandivali,72.84010982774791,2020-01-05,Abbas Syed,50000,Woods Maple Tower," 2 BHK Apartment for Rent in Woods Maple Tower, Bandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandivali-in-Mumbai-r1&id=4d423234393131343939,Owner
16699,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,9 floor,East facing Multistorey apartment is available for rent. 2BHK for rent Vikhroli ,Excellent location for Hiranandani Business park Powai   for rent Vikhroli Excellent location for Hiranandani Powai and Vikrholi  Bustop just next to the complex entrance and 5minsfrom Vikhroli station  Please call for site visit  Brokers please excuse",Rajesh LifeSpaces,17.0,9.0,Semi-Furnished,11589417,domcache_srp_11589417,19.116876,Vikhroli West,72.926552,2019-12-14,Jose,47000,Raj Legacy," 2 BHK Apartment for Rent in Raj Legacy, Vikhroli West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Vikhroli-West-in-Mumbai-r1&id=4d423131353839343137,Owner
16702,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,North - East facing 2 BHK, Multistorey Apartment is available for Rent in Kanjurmarg West, Mumbai for 40,000",Mahindra Lifespace Developers Ltd.,15.0,4.0,Semi-Furnished,46609811,domcache_srp_46609811,19.134493,Kanjurmarg West,72.928885,2019-12-10,siddhesh Samant,40000,Mahindra GE Gardens," 2 BHK Apartment for Rent in Mahindra GE Gardens, Kanjurmarg West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kanjurmarg-West-in-Mumbai&id=4d423436363039383131,Owner
16721,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,4 floor Multistorey apartment 2 BHK is available for rent. It has covered area of 1000 sq-ft, Fully furnished, spacious 2 BHK flat with modern interiors and very convenient to travel. It is a good location. Please contact for more details.",GHP Group,7.0,4.0,Furnished,46573559,domcache_srp_46573559,19.11442255,Chandivali,72.89818433,2019-12-08,riyaz,50000,GHP Sheldon," 2 BHK Apartment for Rent in GHP Sheldon, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai&id=4d423436353733353539,Owner
16758,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,3 floor 2 BHK, Multistorey Apartment is available for Rent in Chembur, Mumbai for 50,000",Sadguna Realty,7.0,3.0,Semi-Furnished,46936827,domcache_srp_46936827,0.0,Chembur,0.0,2019-12-25,Aryan Gupta,50000,Raj Ek Jyot Sukriti," 2 BHK Apartment for Rent in Raj Ek Jyot Sukriti, Chembur 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai&id=4d423436393336383237,Owner
16761,1000.0,1.0,2,Mumbai,"1 Bath,Furnished,4 floor 2 BHK, Multistorey Apartment is available for Rent in Santacruz East, Mumbai for 50,000",Cooperative Group Housing Society,6.0,4.0,Furnished,46311213,domcache_srp_46311213,0.0,Santacruz East,0.0,2019-12-04,Priyesh Darbari,50000,Aaram CHS," 2 BHK Apartment for Rent in Aaram CHS, Santacruz East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Santacruz-East-in-Mumbai&id=4d423436333131323133,Owner
16820,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,16 floor,North - East facing Garden Facing 2 Bhk Semi Furnished Flat For Rent At Lilac Building Nahar Amrit Shakti Chandivali, Near Nahar International School, exquisitely designed Kitchen, piped gas, hob, chimney, water purifier etc. along with covered car parking.house, garden, Swimming Pool, Play Area, Health Facilities, Recreation Facilities, 24Hr Backup, Maintenance Staff, Security, Intercom, Club House, Rain Water Harvesting, Wifi, Broadband Internet, Tennis Court, Badminton Court, Gymnasium, The apartment is located on Chandivali farm road,",Nahar Group,22.0,16.0,Semi-Furnished,47123913,domcache_srp_47123913,19.1077728874082,Chandivali,72.89723402507059,2020-01-13,Kisan  Shingare,48000,Nahar Amrit Shakti," 2 BHK Apartment for Rent in Nahar Amrit Shakti, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai&id=4d423437313233393133,Agent
16838,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor,East facing the 2 bhk falt available for rent in good apartment  with all modern amenities , near by all civic facilities",Godrej Properties,15.0,5.0,Unfurnished,46999033,domcache_srp_46999033,19.0648424,Chembur,72.89203,2019-12-28,Amrik Singh Grover,46000,Godrej Central," 2 BHK Apartment for Rent in Godrej Central, Chembur 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai&id=4d423436393939303333,Agent
16849,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,8 floor,North facing A very good 2 bhk flat for rent in Veena Santoor, Borivali (West), Mumbai Andheri-Dahisar. It is a superb property and offers an excellent view. The flat is furnished with multiple amenities and promises a comfortable stay. It is feng shui/vaastu compliant, which is considered to bring positive energy. It has a carpet area of 800 sq. ft. Other facilities include lift(s), water storage, park, intercom facility and security/fire alarm etc. It also has vitrified flooring. North facing. 1 covered parking. Full power back up.",Veena Developers,8.0,8.0,Furnished,46816087,domcache_srp_46816087,19.2193711,Sai Baba Nagar,72.8478485,2020-01-12,Jayesh Thakkar,42000,Veena Santoor," 2 BHK Apartment for Rent in Veena Santoor, Sai Baba Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sai-Baba-Nagar-in-Mumbai&id=4d423436383136303837,Agent
16858,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,9 floor,North - East facing Fully furnished 2BHK flat at Panch Srishti Complex. It is available for immediate rent. Its a beautiful flat, very peaceful society and has a very good approach to all the way like bus stop, railway station, market, school etc..",Srishti Group,20.0,9.0,Furnished,47098749,domcache_srp_47098749,19.11477,Powai,72.9040387,2020-01-12,Kuldeep  Singh,49000,Panch Srishti," 2 BHK Apartment for Rent in Panch Srishti, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423437303938373439,Agent
16873,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,7 floor,North - East facing 2bhk flat available in Nahar township. The flat is very spacious with dry areas ans balcony.. Nahar Amrit Shakti is very big township with a huge clubhouse newly constructed with all the amenities.Huge garden place with three play areas for all age group of kids, jogging track, yoga place, senior citizen corner. It is very close to Hiranandani a place to hang out. It has International School, play groups, market place, jain temple, metro, D- Mart, Diagnostic centre , Hiranandani Hospital. It is nice place to stay with family and friends.",Nahar Group,18.0,7.0,Unfurnished,46468401,domcache_srp_46468401,19.1077728874082,Chandivali,72.89723402507059,2020-01-12,Rakesh Jain,49000,Nahar Amrit Shakti," 2 BHK Apartment for Rent in Nahar Amrit Shakti, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai&id=4d423436343638343031,Agent
16881,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,1 floor,East facing available 2 bhk flat on rent full furnished malad west",Jain Group,8.0,1.0,Furnished,46528711,domcache_srp_46528711,19.178022699792105,Malad West,72.8413549056171,2020-01-11,Dheeraj  Shukla,45000,Usha Garden," 2 BHK Apartment for Rent in Usha Garden, Malad West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Malad-West-in-Mumbai&id=4d423436353238373131,Agent
16923,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,North - East facing 2 Bhk Semi Furnished Flat For Rent At Evening Star Raheja Vihar Complex, Near Chandivali Dmart, Semi furnished and fresh air throughout the day exquisitely designed Kitchen, wardrob, with AC, piped gas, hob, chimney, water purifier etc. along with covered car parking.house, garden, Swimming Pool, Play Area, Health Facilities, Recreation Facilities, 24Hr Backup, Maintenance Staff, Security, Intercom, Club House, Rain Water Harvesting, Wifi, Broadband Internet, Tennis Court, Badminton Court, Gymnasium, The apartment is located on Chandivali farm road, very close to D-Mart, Hiranandani Powai ,05 min from School, Hospital, 15 min from Airport.",Raheja Developers Ltd.,7.0,4.0,Semi-Furnished,45792437,domcache_srp_45792437,19.1181,Powai,72.89484909999999,2020-01-12,Kisan  Shingare,43000,Raheja Vihar," 2 BHK Apartment for Rent in Raheja Vihar, Powai 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Powai-in-Mumbai&id=4d423435373932343337,Agent
16934,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,5 floor,North - East facing this flat fully furnished. good flat and good location 24 hour water available 24 hour secutity with 2 lift and car parking sadguru copmlex Goreagon East.",Sadguru Group Housing & Infrastructure,7.0,5.0,Furnished,44329777,domcache_srp_44329777,19.1741063832625,Goregaon East,72.87221706723409,2020-01-13,Sanjay Mehta,45000,Sadguru Complex," 2 BHK Apartment for Rent in Sadguru Complex, Goregaon East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Goregaon-East-in-Mumbai&id=4d423434333239373737,Agent
16944,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor 2bhk flat for rent in address . unfurnished apartment available on immediate basis.. well maintain building with good locality with all basic amenities like garden, club etc..",The Wadhwa Group,20.0,5.0,Unfurnished,46787709,domcache_srp_46787709,19.0960569,Ghatkopar West,72.9168188,2020-01-11,Bipin  Mange,45000,Wadhwa The Address," 2 BHK Apartment for Rent in Wadhwa The Address, Ghatkopar West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Ghatkopar-West-in-Mumbai&id=4d423436373837373039,Agent
16955,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,2 floor,East facing This Property is Located in the Heart of Powai Chandivali at NAHAR AMRIT SHAKTI , This flat is as per vastu  East West, beautiful view along with 1 Covered Car Park, Dmart / Supermarket/ Bank / ATM at walking distance. Its at the centre of Commercial Hub - IT Parks such as Godrej/Hiranandani/ Andheri Seepz / Sakinaka, BKC. School/ Hospital at walking distance, Garden / jogging area for senior citizen, Play area for Childrens. Vehile free podium garden, Security - guards (24*7) /CCTV camera.",Nahar Group,22.0,2.0,Unfurnished,47197713,domcache_srp_47197713,19.1077728874082,Chandivali,72.89723402507059,2020-01-08,Parin  Patel,47000,Nahar Amrit Shakti," 2 BHK Apartment for Rent in Nahar Amrit Shakti, Chandivali 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandivali-in-Mumbai&id=4d423437313937373133,Agent
